"fact_id","time_id","fault_label","condition_id","shaft_rpm","engine_load","fuel_flow","air_pressure","ambient_temp","oil_temp","oil_pressure","vibration_x","vibration_y","vibration_z","cyl1_pressure","cyl1_exhaust_temp","cyl2_pressure","cyl2_exhaust_temp","cyl3_pressure","cyl3_exhaust_temp","cyl4_pressure","cyl4_exhaust_temp","sfoc","load_factor"
"14003",91,6,1,"1021.70","65.63","131.65","0.65","33.80","79.63","3.45","0.04","0.0636","0.0656","132.17","409.88","134.71","416.44","141.55","414.22","152.96","430.69","2.01","0.66"
"14004",5,6,1,"1021.70","65.63","131.65","0.65","33.80","79.63","3.45","0.04","0.0636","0.0656","132.17","409.88","134.71","416.44","141.55","414.22","152.96","430.69","2.01","0.66"
"14005",91,6,1,"1009.22","89.42","118.17","0.74","27.03","77.12","3.32","-0.01","0.0297","0.0304","151.11","421.19","140.27","405.13","137.12","375.21","140.55","366.66","1.32","0.89"
"14006",5,6,1,"1009.22","89.42","118.17","0.74","27.03","77.12","3.32","-0.01","0.0297","0.0304","151.11","421.19","140.27","405.13","137.12","375.21","140.55","366.66","1.32","0.89"
"14007",91,0,1,"909.08","60.86","133.54","1.13","24.22","88.36","3.17","0.07","0.0347","0.0754","122.54","409.24","142.48","435.21","162.88","464.99","124.33","410.46","2.19","0.61"
"14008",5,0,1,"909.08","60.86","133.54","1.13","24.22","88.36","3.17","0.07","0.0347","0.0754","122.54","409.24","142.48","435.21","162.88","464.99","124.33","410.46","2.19","0.61"
"14009",91,7,1,"1025.50","76.82","124.73","1.25","28.52","81.80","0.77","0.08","0.0225","0.4739","140.95","460.18","134.31","465.19","139.84","375.58","122.95","395.30","1.62","0.77"
"14010",5,7,1,"1025.50","76.82","124.73","1.25","28.52","81.80","0.77","0.08","0.0225","0.4739","140.95","460.18","134.31","465.19","139.84","375.58","122.95","395.30","1.62","0.77"
"14011",91,4,1,"1031.65","58.46","140.82","1.33","29.28","77.95","3.16","0.36","0.3791","0.0413","131.66","415.78","129.84","439.21","146.02","429.30","141.85","403.58","2.41","0.58"
"14012",5,4,1,"1031.65","58.46","140.82","1.33","29.28","77.95","3.16","0.36","0.3791","0.0413","131.66","415.78","129.84","439.21","146.02","429.30","141.85","403.58","2.41","0.58"
"14013",91,5,1,"987.39","84.89","111.89","1.12","33.46","96.33","2.56","0.06","0.0440","0.0839","126.78","364.36","153.07","466.66","121.76","433.05","137.84","435.32","1.32","0.85"
"14014",5,5,1,"987.39","84.89","111.89","1.12","33.46","96.33","2.56","0.06","0.0440","0.0839","126.78","364.36","153.07","466.66","121.76","433.05","137.84","435.32","1.32","0.85"
"14015",91,3,1,"981.23","87.86","130.57","1.21","25.73","86.45","2.77","0.04","0.0532","0.0433","141.31","522.61","146.97","462.39","150.68","422.58","151.14","390.38","1.49","0.88"
"14016",5,3,1,"981.23","87.86","130.57","1.21","25.73","86.45","2.77","0.04","0.0532","0.0433","141.31","522.61","146.97","462.39","150.68","422.58","151.14","390.38","1.49","0.88"
"14017",91,0,1,"981.10","69.28","112.67","1.11","27.05","78.71","4.01","0.06","0.0493","0.0528","150.01","409.50","123.42","462.19","148.96","403.60","149.55","411.97","1.63","0.69"
"14018",5,0,1,"981.10","69.28","112.67","1.11","27.05","78.71","4.01","0.06","0.0493","0.0528","150.01","409.50","123.42","462.19","148.96","403.60","149.55","411.97","1.63","0.69"
"14019",91,0,1,"874.40","76.82","141.07","1.24","26.27","72.12","3.76","0.06","0.0544","0.0630","129.79","449.20","131.51","410.71","145.18","442.26","154.70","342.71","1.84","0.77"
"14020",5,0,1,"874.40","76.82","141.07","1.24","26.27","72.12","3.76","0.06","0.0544","0.0630","129.79","449.20","131.51","410.71","145.18","442.26","154.70","342.71","1.84","0.77"
"14021",91,2,1,"944.95","79.08","115.74","1.00","20.96","79.73","3.26","0.09","0.0360","0.0560","154.78","436.82","135.37","367.55","143.40","345.08","135.04","418.65","1.46","0.79"
"14022",5,2,1,"944.95","79.08","115.74","1.00","20.96","79.73","3.26","0.09","0.0360","0.0560","154.78","436.82","135.37","367.55","143.40","345.08","135.04","418.65","1.46","0.79"
"14023",91,7,1,"982.68","75.29","131.04","1.26","30.50","79.08","2.32","0.06","0.0327","0.3986","136.49","367.64","140.64","442.20","141.40","519.79","155.47","439.95","1.74","0.75"
"14024",5,7,1,"982.68","75.29","131.04","1.26","30.50","79.08","2.32","0.06","0.0327","0.3986","136.49","367.64","140.64","442.20","141.40","519.79","155.47","439.95","1.74","0.75"
"14025",91,0,1,"871.34","68.75","121.97","1.16","22.46","82.20","2.78","0.02","0.0314","0.0606","152.23","448.06","151.92","431.39","145.45","430.16","140.79","397.03","1.77","0.69"
"14026",5,0,1,"871.34","68.75","121.97","1.16","22.46","82.20","2.78","0.02","0.0314","0.0606","152.23","448.06","151.92","431.39","145.45","430.16","140.79","397.03","1.77","0.69"
"14027",91,0,1,"942.08","74.85","127.44","1.17","23.43","94.32","3.64","0.05","0.0618","0.0615","149.00","463.58","151.14","431.20","139.02","407.15","143.08","361.43","1.70","0.75"
"14028",5,0,1,"942.08","74.85","127.44","1.17","23.43","94.32","3.64","0.05","0.0618","0.0615","149.00","463.58","151.14","431.20","139.02","407.15","143.08","361.43","1.70","0.75"
"14029",91,0,1,"962.57","62.59","138.80","1.20","24.09","73.08","3.76","0.03","0.0736","0.0690","142.09","394.11","120.40","407.20","140.05","461.62","158.24","422.63","2.22","0.63"
"14030",5,0,1,"962.57","62.59","138.80","1.20","24.09","73.08","3.76","0.03","0.0736","0.0690","142.09","394.11","120.40","407.20","140.05","461.62","158.24","422.63","2.22","0.63"
"14031",91,0,1,"934.40","64.11","119.14","1.32","25.36","80.18","3.65","0.06","0.0698","0.0758","148.35","418.59","146.64","431.99","151.48","421.92","145.14","409.06","1.86","0.64"
"14032",5,0,1,"934.40","64.11","119.14","1.32","25.36","80.18","3.65","0.06","0.0698","0.0758","148.35","418.59","146.64","431.99","151.48","421.92","145.14","409.06","1.86","0.64"
"14033",91,6,1,"956.88","69.92","151.27","0.53","31.82","85.83","3.89","0.04","0.0289","0.0192","152.13","412.17","135.83","418.18","138.85","416.25","128.78","456.39","2.16","0.70"
"14034",5,6,1,"956.88","69.92","151.27","0.53","31.82","85.83","3.89","0.04","0.0289","0.0192","152.13","412.17","135.83","418.18","138.85","416.25","128.78","456.39","2.16","0.70"
"14035",91,0,1,"909.68","61.46","139.86","1.18","28.04","74.02","3.47","0.06","0.0469","0.0617","145.63","431.82","153.26","382.06","157.16","418.47","154.25","428.53","2.28","0.61"
"14036",5,0,1,"909.68","61.46","139.86","1.18","28.04","74.02","3.47","0.06","0.0469","0.0617","145.63","431.82","153.26","382.06","157.16","418.47","154.25","428.53","2.28","0.61"
"14037",91,0,1,"998.24","72.42","107.69","1.33","33.59","79.63","3.93","0.08","0.0643","0.0858","129.39","392.95","135.80","420.46","146.75","355.68","145.34","438.63","1.49","0.72"
"14038",5,0,1,"998.24","72.42","107.69","1.33","33.59","79.63","3.93","0.08","0.0643","0.0858","129.39","392.95","135.80","420.46","146.75","355.68","145.34","438.63","1.49","0.72"
"14039",91,5,1,"928.75","55.36","120.08","1.12","25.66","83.09","2.16","0.03","0.0602","0.0364","170.55","396.88","148.29","449.82","141.67","435.07","166.96","428.56","2.17","0.55"
"14040",5,5,1,"928.75","55.36","120.08","1.12","25.66","83.09","2.16","0.03","0.0602","0.0364","170.55","396.88","148.29","449.82","141.67","435.07","166.96","428.56","2.17","0.55"
"14041",305,6,1,"991.68","89.69","121.35","0.78","34.57","84.76","3.52","0.06","0.0714","0.0508","125.16","427.97","138.71","382.31","152.58","421.17","164.07","410.49","1.35","0.90"
"14042",180,6,1,"991.68","89.69","121.35","0.78","34.57","84.76","3.52","0.06","0.0714","0.0508","125.16","427.97","138.71","382.31","152.58","421.17","164.07","410.49","1.35","0.90"
"14043",305,0,1,"991.97","82.41","120.35","1.17","28.52","81.66","3.14","0.04","0.0644","0.0431","164.64","369.98","152.38","397.52","140.81","386.65","143.00","408.84","1.46","0.82"
"14044",180,0,1,"991.97","82.41","120.35","1.17","28.52","81.66","3.14","0.04","0.0644","0.0431","164.64","369.98","152.38","397.52","140.81","386.65","143.00","408.84","1.46","0.82"
"14045",305,7,1,"948.47","75.18","143.34","1.17","32.63","74.62","2.25","0.07","0.0647","0.5215","144.01","445.34","142.92","476.42","146.77","543.70","134.53","407.99","1.91","0.75"
"14046",180,7,1,"948.47","75.18","143.34","1.17","32.63","74.62","2.25","0.07","0.0647","0.5215","144.01","445.34","142.92","476.42","146.77","543.70","134.53","407.99","1.91","0.75"
"14047",305,0,1,"998.92","89.84","147.32","1.16","35.00","84.23","3.17","0.09","0.0706","0.0631","137.35","423.02","136.01","470.50","147.11","448.27","148.44","404.87","1.64","0.90"
"14048",180,0,1,"998.92","89.84","147.32","1.16","35.00","84.23","3.17","0.09","0.0706","0.0631","137.35","423.02","136.01","470.50","147.11","448.27","148.44","404.87","1.64","0.90"
"14049",305,6,1,"988.99","83.01","129.60","0.61","25.70","85.00","3.18","0.04","0.0540","0.0720","152.86","398.95","160.35","428.39","153.68","376.23","149.10","353.78","1.56","0.83"
"14050",180,6,1,"988.99","83.01","129.60","0.61","25.70","85.00","3.18","0.04","0.0540","0.0720","152.86","398.95","160.35","428.39","153.68","376.23","149.10","353.78","1.56","0.83"
"14051",305,0,1,"965.11","55.69","127.59","1.04","29.83","74.55","4.28","0.03","0.0543","0.0802","137.51","396.45","146.48","420.06","139.20","424.67","121.40","399.39","2.29","0.56"
"14052",180,0,1,"965.11","55.69","127.59","1.04","29.83","74.55","4.28","0.03","0.0543","0.0802","137.51","396.45","146.48","420.06","139.20","424.67","121.40","399.39","2.29","0.56"
"14053",305,0,1,"953.47","63.94","137.91","1.19","35.04","84.09","4.08","0.06","0.0446","0.0280","137.79","436.92","124.17","398.84","151.69","418.81","170.04","460.88","2.16","0.64"
"14054",180,0,1,"953.47","63.94","137.91","1.19","35.04","84.09","4.08","0.06","0.0446","0.0280","137.79","436.92","124.17","398.84","151.69","418.81","170.04","460.88","2.16","0.64"
"14055",305,2,1,"1007.11","70.13","141.92","1.11","34.63","67.76","3.10","0.08","0.0779","0.0625","119.39","420.34","149.10","433.00","143.98","417.28","139.82","375.05","2.02","0.70"
"14056",180,2,1,"1007.11","70.13","141.92","1.11","34.63","67.76","3.10","0.08","0.0779","0.0625","119.39","420.34","149.10","433.00","143.98","417.28","139.82","375.05","2.02","0.70"
"14057",305,0,1,"931.17","62.11","130.18","1.22","26.14","79.88","3.60","0.07","0.0551","0.1025","145.05","408.05","152.13","427.57","151.25","408.60","139.85","443.55","2.10","0.62"
"14058",180,0,1,"931.17","62.11","130.18","1.22","26.14","79.88","3.60","0.07","0.0551","0.1025","145.05","408.05","152.13","427.57","151.25","408.60","139.85","443.55","2.10","0.62"
"14059",305,0,1,"1036.24","69.47","154.13","1.11","26.01","86.22","4.14","0.01","0.0462","0.0540","146.65","444.46","141.23","443.65","137.50","391.86","128.02","423.86","2.22","0.69"
"14060",180,0,1,"1036.24","69.47","154.13","1.11","26.01","86.22","4.14","0.01","0.0462","0.0540","146.65","444.46","141.23","443.65","137.50","391.86","128.02","423.86","2.22","0.69"
"14061",305,0,1,"958.73","67.09","117.52","1.22","32.19","81.10","3.46","0.03","0.0412","0.0443","152.63","467.23","166.48","389.34","132.78","361.42","149.23","464.69","1.75","0.67"
"14062",180,0,1,"958.73","67.09","117.52","1.22","32.19","81.10","3.46","0.03","0.0412","0.0443","152.63","467.23","166.48","389.34","132.78","361.42","149.23","464.69","1.75","0.67"
"14063",305,0,1,"911.47","61.26","131.73","1.16","25.25","73.12","2.52","0.03","0.0390","0.1069","152.38","409.34","168.92","489.71","125.45","393.74","149.90","371.45","2.15","0.61"
"14064",180,0,1,"911.47","61.26","131.73","1.16","25.25","73.12","2.52","0.03","0.0390","0.1069","152.38","409.34","168.92","489.71","125.45","393.74","149.90","371.45","2.15","0.61"
"14065",305,0,1,"899.34","75.43","150.77","1.31","28.28","82.19","3.43","0.05","0.0674","0.0569","126.79","425.32","152.46","397.79","115.04","482.87","161.37","453.09","2.00","0.75"
"14066",180,0,1,"899.34","75.43","150.77","1.31","28.28","82.19","3.43","0.05","0.0674","0.0569","126.79","425.32","152.46","397.79","115.04","482.87","161.37","453.09","2.00","0.75"
"14067",305,5,1,"1010.56","66.30","150.36","1.14","29.21","99.91","1.36","0.06","0.0369","0.0820","149.49","398.80","145.76","417.99","132.37","358.12","139.77","388.37","2.27","0.66"
"14068",180,5,1,"1010.56","66.30","150.36","1.14","29.21","99.91","1.36","0.06","0.0369","0.0820","149.49","398.80","145.76","417.99","132.37","358.12","139.77","388.37","2.27","0.66"
"14069",305,0,1,"903.88","86.73","131.14","1.22","27.02","75.84","3.47","0.07","0.0791","0.0863","139.16","440.76","115.53","392.57","138.56","390.47","149.42","472.29","1.51","0.87"
"14070",180,0,1,"903.88","86.73","131.14","1.22","27.02","75.84","3.47","0.07","0.0791","0.0863","139.16","440.76","115.53","392.57","138.56","390.47","149.42","472.29","1.51","0.87"
"14071",305,6,1,"966.11","87.74","120.31","0.54","32.40","81.98","3.70","0.05","0.0725","0.0602","153.80","390.14","132.44","453.70","132.57","442.24","151.81","426.29","1.37","0.88"
"14072",180,6,1,"966.11","87.74","120.31","0.54","32.40","81.98","3.70","0.05","0.0725","0.0602","153.80","390.14","132.44","453.70","132.57","442.24","151.81","426.29","1.37","0.88"
"14073",305,5,1,"925.07","77.32","104.89","1.25","23.93","89.71","2.29","0.06","0.0368","0.0987","155.42","475.31","160.44","396.73","136.13","426.29","157.38","409.21","1.36","0.77"
"14074",180,5,1,"925.07","77.32","104.89","1.25","23.93","89.71","2.29","0.06","0.0368","0.0987","155.42","475.31","160.44","396.73","136.13","426.29","157.38","409.21","1.36","0.77"
"14075",305,0,1,"1017.73","74.15","145.45","0.99","28.60","79.11","3.38","0.05","-0.0197","0.0985","133.19","427.04","149.26","460.00","132.82","400.81","166.85","436.72","1.96","0.74"
"14076",180,0,1,"1017.73","74.15","145.45","0.99","28.60","79.11","3.38","0.05","-0.0197","0.0985","133.19","427.04","149.26","460.00","132.82","400.81","166.85","436.72","1.96","0.74"
"14077",305,0,1,"1015.95","87.28","133.64","1.14","27.59","78.35","3.63","0.04","0.0062","0.0859","160.61","469.16","145.56","442.60","137.59","427.65","142.44","420.96","1.53","0.87"
"14078",180,0,1,"1015.95","87.28","133.64","1.14","27.59","78.35","3.63","0.04","0.0062","0.0859","160.61","469.16","145.56","442.60","137.59","427.65","142.44","420.96","1.53","0.87"
"14079",305,0,1,"1005.68","53.77","107.09","1.22","34.80","76.02","3.56","0.10","0.0369","0.0848","155.20","400.57","163.49","399.39","163.23","434.59","144.97","366.29","1.99","0.54"
"14080",180,0,1,"1005.68","53.77","107.09","1.22","34.80","76.02","3.56","0.10","0.0369","0.0848","155.20","400.57","163.49","399.39","163.23","434.59","144.97","366.29","1.99","0.54"
"14081",305,2,1,"907.98","74.26","145.01","1.26","26.90","75.73","3.31","0.03","0.0385","0.0339","163.02","401.68","101.78","447.17","134.59","431.68","138.96","452.76","1.95","0.74"
"14082",180,2,1,"907.98","74.26","145.01","1.26","26.90","75.73","3.31","0.03","0.0385","0.0339","163.02","401.68","101.78","447.17","134.59","431.68","138.96","452.76","1.95","0.74"
"14083",305,3,1,"891.39","72.19","104.31","1.20","23.01","79.67","4.07","0.05","0.0836","0.0690","154.67","466.89","143.78","404.55","139.45","525.00","151.88","415.38","1.44","0.72"
"14084",180,3,1,"891.39","72.19","104.31","1.20","23.01","79.67","4.07","0.05","0.0836","0.0690","154.67","466.89","143.78","404.55","139.45","525.00","151.88","415.38","1.44","0.72"
"14085",305,0,1,"965.38","70.35","118.12","1.07","29.70","78.34","3.40","0.03","0.0403","0.0365","145.09","445.61","138.73","412.42","150.15","427.95","147.81","349.64","1.68","0.70"
"14086",180,0,1,"965.38","70.35","118.12","1.07","29.70","78.34","3.40","0.03","0.0403","0.0365","145.09","445.61","138.73","412.42","150.15","427.95","147.81","349.64","1.68","0.70"
"14087",305,4,1,"1056.91","67.61","155.03","1.20","25.53","79.23","4.47","0.37","0.3810","0.0810","135.84","418.83","133.81","374.22","148.65","339.58","142.37","407.40","2.29","0.68"
"14088",180,4,1,"1056.91","67.61","155.03","1.20","25.53","79.23","4.47","0.37","0.3810","0.0810","135.84","418.83","133.81","374.22","148.65","339.58","142.37","407.40","2.29","0.68"
"14089",305,1,1,"1024.86","75.49","112.11","1.26","32.06","82.71","4.16","0.02","0.0743","0.0177","144.97","337.34","160.68","442.28","135.73","430.92","144.28","378.54","1.49","0.75"
"14090",180,1,1,"1024.86","75.49","112.11","1.26","32.06","82.71","4.16","0.02","0.0743","0.0177","144.97","337.34","160.68","442.28","135.73","430.92","144.28","378.54","1.49","0.75"
"14091",305,0,1,"958.88","62.34","120.40","0.94","28.45","79.38","3.23","0.02","0.0579","-0.0035","162.47","453.40","154.56","400.13","152.62","368.13","163.07","400.17","1.93","0.62"
"14092",180,0,1,"958.88","62.34","120.40","0.94","28.45","79.38","3.23","0.02","0.0579","-0.0035","162.47","453.40","154.56","400.13","152.62","368.13","163.07","400.17","1.93","0.62"
"14093",305,0,1,"914.98","79.71","124.41","1.18","24.82","80.80","3.23","0.08","0.0440","0.0770","150.79","437.48","123.40","430.98","161.36","411.83","138.60","447.05","1.56","0.80"
"14094",180,0,1,"914.98","79.71","124.41","1.18","24.82","80.80","3.23","0.08","0.0440","0.0770","150.79","437.48","123.40","430.98","161.36","411.83","138.60","447.05","1.56","0.80"
"14095",305,0,1,"960.99","70.63","124.60","1.16","24.83","74.71","3.42","0.05","0.0725","0.0895","144.07","440.96","151.72","411.81","147.34","502.53","146.40","386.64","1.76","0.71"
"14096",180,0,1,"960.99","70.63","124.60","1.16","24.83","74.71","3.42","0.05","0.0725","0.0895","144.07","440.96","151.72","411.81","147.34","502.53","146.40","386.64","1.76","0.71"
"14097",305,0,1,"955.96","56.09","133.11","1.29","26.99","85.20","3.40","0.04","0.0377","0.0645","138.42","462.31","136.72","384.04","139.48","439.01","143.10","478.14","2.37","0.56"
"14098",180,0,1,"955.96","56.09","133.11","1.29","26.99","85.20","3.40","0.04","0.0377","0.0645","138.42","462.31","136.72","384.04","139.48","439.01","143.10","478.14","2.37","0.56"
"14099",305,0,1,"1000.45","61.27","120.94","0.99","24.75","78.46","3.81","0.05","0.0603","0.0629","145.12","477.38","152.41","423.58","139.81","387.88","142.21","448.02","1.97","0.61"
"14100",180,0,1,"1000.45","61.27","120.94","0.99","24.75","78.46","3.81","0.05","0.0603","0.0629","145.12","477.38","152.41","423.58","139.81","387.88","142.21","448.02","1.97","0.61"
"14101",305,0,1,"867.04","59.17","130.49","1.17","30.63","75.88","3.35","0.05","0.0719","0.0371","137.00","477.21","158.35","400.38","131.05","453.15","140.90","379.52","2.21","0.59"
"14102",180,0,1,"867.04","59.17","130.49","1.17","30.63","75.88","3.35","0.05","0.0719","0.0371","137.00","477.21","158.35","400.38","131.05","453.15","140.90","379.52","2.21","0.59"
"14103",305,0,1,"887.48","74.26","104.81","1.25","29.13","73.36","4.20","0.04","0.0281","0.0730","136.27","429.53","142.23","405.97","146.16","419.18","134.63","434.87","1.41","0.74"
"14104",180,0,1,"887.48","74.26","104.81","1.25","29.13","73.36","4.20","0.04","0.0281","0.0730","136.27","429.53","142.23","405.97","146.16","419.18","134.63","434.87","1.41","0.74"
"14105",305,0,1,"975.29","70.02","137.65","1.10","29.76","78.15","3.78","0.05","0.0693","0.0604","146.95","420.33","136.76","435.18","152.42","391.89","117.65","406.71","1.97","0.70"
"14106",180,0,1,"975.29","70.02","137.65","1.10","29.76","78.15","3.78","0.05","0.0693","0.0604","146.95","420.33","136.76","435.18","152.42","391.89","117.65","406.71","1.97","0.70"
"14107",305,0,1,"995.85","59.02","88.85","1.19","27.92","73.89","3.43","0.07","0.0661","0.0719","134.98","470.13","155.67","420.95","145.94","394.92","147.93","450.56","1.51","0.59"
"14108",180,0,1,"995.85","59.02","88.85","1.19","27.92","73.89","3.43","0.07","0.0661","0.0719","134.98","470.13","155.67","420.95","145.94","394.92","147.93","450.56","1.51","0.59"
"14109",305,0,1,"934.64","65.08","137.19","1.25","28.56","80.35","3.19","0.08","0.0555","0.0761","153.78","425.48","131.68","444.73","156.70","397.20","137.89","425.17","2.11","0.65"
"14110",180,0,1,"934.64","65.08","137.19","1.25","28.56","80.35","3.19","0.08","0.0555","0.0761","153.78","425.48","131.68","444.73","156.70","397.20","137.89","425.17","2.11","0.65"
"14111",305,0,1,"989.41","61.57","157.86","1.19","22.22","78.42","2.85","0.05","0.0477","0.0198","145.78","400.05","141.79","450.87","166.08","387.53","154.78","437.19","2.56","0.62"
"14112",180,0,1,"989.41","61.57","157.86","1.19","22.22","78.42","2.85","0.05","0.0477","0.0198","145.78","400.05","141.79","450.87","166.08","387.53","154.78","437.19","2.56","0.62"
"14113",305,0,1,"941.84","64.98","135.98","1.20","30.50","82.17","3.43","0.04","0.0714","0.0751","142.97","381.36","134.51","442.85","147.42","433.79","168.09","432.85","2.09","0.65"
"14114",180,0,1,"941.84","64.98","135.98","1.20","30.50","82.17","3.43","0.04","0.0714","0.0751","142.97","381.36","134.51","442.85","147.42","433.79","168.09","432.85","2.09","0.65"
"14115",305,7,1,"915.87","61.31","118.17","1.10","27.31","77.66","1.81","0.09","0.0626","0.5302","144.62","388.22","149.03","434.38","159.21","464.54","125.98","422.02","1.93","0.61"
"14116",180,7,1,"915.87","61.31","118.17","1.10","27.31","77.66","1.81","0.09","0.0626","0.5302","144.62","388.22","149.03","434.38","159.21","464.54","125.98","422.02","1.93","0.61"
"14117",305,1,1,"990.25","81.88","96.54","1.16","28.59","84.56","3.94","0.03","0.0123","0.0336","146.55","415.51","142.27","452.52","147.56","445.09","144.41","426.00","1.18","0.82"
"14118",180,1,1,"990.25","81.88","96.54","1.16","28.59","84.56","3.94","0.03","0.0123","0.0336","146.55","415.51","142.27","452.52","147.56","445.09","144.41","426.00","1.18","0.82"
"14119",305,0,1,"974.88","76.33","140.40","1.08","30.63","75.78","3.83","0.02","0.0219","0.0326","125.50","449.49","143.10","397.85","155.45","405.78","143.28","394.70","1.84","0.76"
"14120",180,0,1,"974.88","76.33","140.40","1.08","30.63","75.78","3.83","0.02","0.0219","0.0326","125.50","449.49","143.10","397.85","155.45","405.78","143.28","394.70","1.84","0.76"
"14121",305,0,1,"935.55","75.86","136.96","1.09","23.45","74.77","3.00","0.04","0.0317","0.0913","142.80","402.87","159.32","408.31","148.84","474.28","145.05","453.57","1.81","0.76"
"14122",180,0,1,"935.55","75.86","136.96","1.09","23.45","74.77","3.00","0.04","0.0317","0.0913","142.80","402.87","159.32","408.31","148.84","474.28","145.05","453.57","1.81","0.76"
"14123",305,0,1,"967.67","75.27","142.13","1.26","24.60","77.42","3.84","0.07","0.0679","0.0511","150.14","436.79","141.87","410.58","145.27","355.52","123.72","413.35","1.89","0.75"
"14124",180,0,1,"967.67","75.27","142.13","1.26","24.60","77.42","3.84","0.07","0.0679","0.0511","150.14","436.79","141.87","410.58","145.27","355.52","123.72","413.35","1.89","0.75"
"14125",305,0,1,"913.91","60.59","95.45","1.13","23.21","79.82","3.48","0.03","0.0493","0.0288","138.85","413.15","146.01","384.39","157.88","404.79","147.38","403.45","1.58","0.61"
"14126",180,0,1,"913.91","60.59","95.45","1.13","23.21","79.82","3.48","0.03","0.0493","0.0288","138.85","413.15","146.01","384.39","157.88","404.79","147.38","403.45","1.58","0.61"
"14127",305,0,1,"978.84","65.83","138.91","1.24","26.18","73.33","3.60","0.05","0.0310","0.0296","167.76","446.74","142.81","374.71","140.17","409.96","136.53","440.83","2.11","0.66"
"14128",180,0,1,"978.84","65.83","138.91","1.24","26.18","73.33","3.60","0.05","0.0310","0.0296","167.76","446.74","142.81","374.71","140.17","409.96","136.53","440.83","2.11","0.66"
"14129",305,0,1,"1042.78","65.38","129.85","1.25","23.11","70.37","3.00","0.06","0.0742","0.0528","146.05","424.06","153.60","427.51","142.99","398.30","144.14","404.67","1.99","0.65"
"14130",180,0,1,"1042.78","65.38","129.85","1.25","23.11","70.37","3.00","0.06","0.0742","0.0528","146.05","424.06","153.60","427.51","142.99","398.30","144.14","404.67","1.99","0.65"
"14131",305,3,1,"988.81","70.44","153.37","1.33","28.56","91.97","3.96","0.04","0.0759","0.0868","150.39","334.39","132.65","467.95","137.60","384.72","125.22","480.46","2.18","0.70"
"14132",180,3,1,"988.81","70.44","153.37","1.33","28.56","91.97","3.96","0.04","0.0759","0.0868","150.39","334.39","132.65","467.95","137.60","384.72","125.22","480.46","2.18","0.70"
"14133",305,2,1,"843.32","82.24","120.50","0.98","27.70","76.88","3.09","0.02","0.0379","0.0514","158.70","329.59","136.51","377.81","157.22","398.45","118.42","415.61","1.47","0.82"
"14134",180,2,1,"843.32","82.24","120.50","0.98","27.70","76.88","3.09","0.02","0.0379","0.0514","158.70","329.59","136.51","377.81","157.22","398.45","118.42","415.61","1.47","0.82"
"14135",305,0,1,"1035.82","63.26","103.83","1.18","22.78","85.32","3.41","0.06","0.0703","0.0695","147.30","452.99","139.79","445.89","152.43","413.53","145.92","382.27","1.64","0.63"
"14136",180,0,1,"1035.82","63.26","103.83","1.18","22.78","85.32","3.41","0.06","0.0703","0.0695","147.30","452.99","139.79","445.89","152.43","413.53","145.92","382.27","1.64","0.63"
"14137",305,0,1,"955.26","74.63","131.42","1.25","28.04","84.05","3.29","0.06","0.0336","0.0318","134.69","448.29","153.15","457.14","151.76","408.11","123.51","420.97","1.76","0.75"
"14138",180,0,1,"955.26","74.63","131.42","1.25","28.04","84.05","3.29","0.06","0.0336","0.0318","134.69","448.29","153.15","457.14","151.76","408.11","123.51","420.97","1.76","0.75"
"14139",305,0,1,"882.44","86.72","107.27","1.31","29.96","80.11","3.84","0.03","0.0459","0.0477","156.40","406.44","135.27","413.77","139.56","435.52","145.79","405.72","1.24","0.87"
"14140",180,0,1,"882.44","86.72","107.27","1.31","29.96","80.11","3.84","0.03","0.0459","0.0477","156.40","406.44","135.27","413.77","139.56","435.52","145.79","405.72","1.24","0.87"
"14141",305,0,1,"913.51","74.65","155.24","1.25","27.04","80.08","3.61","0.05","0.0384","0.0552","137.41","385.46","144.42","441.85","150.32","384.87","141.16","439.69","2.08","0.75"
"14142",180,0,1,"913.51","74.65","155.24","1.25","27.04","80.08","3.61","0.05","0.0384","0.0552","137.41","385.46","144.42","441.85","150.32","384.87","141.16","439.69","2.08","0.75"
"14143",305,0,1,"1006.71","74.77","124.22","1.23","25.46","72.27","3.54","0.08","0.0109","0.0275","154.79","457.73","153.22","431.22","153.46","423.36","158.04","422.16","1.66","0.75"
"14144",180,0,1,"1006.71","74.77","124.22","1.23","25.46","72.27","3.54","0.08","0.0109","0.0275","154.79","457.73","153.22","431.22","153.46","423.36","158.04","422.16","1.66","0.75"
"14145",305,0,1,"886.84","63.27","128.99","1.31","29.18","88.38","3.26","0.09","0.0192","0.0510","136.53","423.80","143.59","446.80","133.64","450.58","144.15","424.09","2.04","0.63"
"14146",180,0,1,"886.84","63.27","128.99","1.31","29.18","88.38","3.26","0.09","0.0192","0.0510","136.53","423.80","143.59","446.80","133.64","450.58","144.15","424.09","2.04","0.63"
"14147",305,0,1,"986.91","69.57","102.83","1.11","27.43","87.36","3.45","0.03","0.0267","0.0633","143.84","370.36","152.20","409.16","148.87","444.45","159.25","407.56","1.48","0.70"
"14148",180,0,1,"986.91","69.57","102.83","1.11","27.43","87.36","3.45","0.03","0.0267","0.0633","143.84","370.36","152.20","409.16","148.87","444.45","159.25","407.56","1.48","0.70"
